Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-FC%,460,1.107 [1.010-1.212],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,492,1.054 [0.965-1.150],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-HDL-C%,306,1.050 [0.981-1.124],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C,410,1.046 [0.947-1.156],1.000,,Cholesterol in Small HDL
L-HDL-TG%,637,1.038 [0.967-1.113],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-FC,593,0.990 [0.916-1.070],1.000,,Free Cholesterol in Small VLDL
M-VLDL-CE,487,0.979 [0.899-1.067],1.000,,Cholesteryl Esters in Medium VLDL
Cholines,620,0.964 [0.893-1.040],1.000,,Total-Cholines
XL-HDL-P,581,0.942 [0.879-1.008],1.000,,Concentration of Very Large HDL Particles
Ile,28,0.774 [0.457-1.310],1.000,,Isoleucine
