Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-L,442,1.121 [1.075-1.169],0.023,*,Total-Lipids in Small HDL
S-HDL-PL,489,1.106 [1.064-1.151],0.120,,Phospholipids in Small HDL
Omega-6,651,1.054 [1.021-1.089],1.000,,Omega-6 Fatty Acids
XL-VLDL-CE%,485,1.036 [1.005-1.068],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-FC,587,1.012 [0.985-1.039],1.000,,Free Cholesterol in IDL
S-VLDL-PL,664,1.000 [0.972-1.028],1.000,,Phospholipids in Small VLDL
L-VLDL-CE,614,0.999 [0.972-1.026],1.000,,Cholesteryl Esters in Large VLDL
L-LDL-FC%,687,0.990 [0.962-1.018],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-FC%,331,0.988 [0.952-1.024],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-PL,562,0.988 [0.968-1.008],1.000,,Phospholipids in Very Large HDL
