Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-PL%,508,1.099 [0.951-1.271],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-CE%,492,1.052 [0.918-1.206],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,580,1.040 [0.917-1.179],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,375,1.034 [0.872-1.225],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-P,529,1.009 [0.876-1.161],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
VLDL-PL,674,0.969 [0.853-1.102],1.000,,Phospholipids in VLDL
Omega-6,651,0.710 [0.619-0.814],0.233,,Omega-6 Fatty Acids
LA,635,0.659 [0.571-0.760],0.003,**,Linoleic Acid
S-HDL-PL,489,0.648 [0.539-0.778],0.848,,Phospholipids in Small HDL
GlycA,385,0.580 [0.462-0.728],0.644,,Glycoprotein Acetyls
