Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.257 [0.971-1.627],1.000,,Acetate
M-VLDL-CE,487,1.038 [1.007-1.070],1.000,,Cholesteryl Esters in Medium VLDL
S-VLDL-C%,527,1.021 [0.993-1.051],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-FC,410,1.020 [0.992-1.049],1.000,,Free Cholesterol in Small LDL
IDL-FC,587,1.017 [0.989-1.044],1.000,,Free Cholesterol in IDL
Omega-3,420,0.994 [0.976-1.012],1.000,,Omega-3 Fatty Acids
Omega-3%,215,0.984 [0.966-1.002],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,644,0.981 [0.955-1.008],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,609,0.972 [0.950-0.995],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC%,332,0.964 [0.931-0.998],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
