Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.59 [1.42-1.77],3.075e-11,***,Glycoprotein Acetyls
S-LDL-PL%,1.46 [1.30-1.63],5.752e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.37 [1.24-1.52],3.104e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.36 [1.23-1.51],6.234e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.35 [1.21-1.50],0.015,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.32 [1.19-1.47],0.031,*,Triglycerides to Total-Lipids in IDL percentage
IDL-C%,0.78 [0.71-0.85],0.009,**,Cholesterol to Total-Lipids in IDL percentage
Albumin,0.76 [0.69-0.84],0.034,*,Albumin
M-LDL-C%,0.75 [0.69-0.82],1.679e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.74 [0.66-0.82],0.031,*,Apolipoprotein B to Apolipoprotein A1 ratio
Cholines,0.73 [0.66-0.82],0.013,*,Total-Cholines
S-HDL-P,0.73 [0.65-0.82],0.019,*,Concentration of Small HDL Particles
XS-VLDL-C,0.72 [0.64-0.82],0.037,*,Cholesterol in Very Small VLDL
Total-PL,0.72 [0.65-0.80],7.165e-04,***,Total-Phospholipids in Lipoprotein Particles
IDL-CE%,0.72 [0.66-0.79],4.728e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-FC,0.72 [0.64-0.81],0.008,**,Free Cholesterol in VLDL
PC,0.72 [0.64-0.80],0.002,**,Phosphatidylcholines
XS-VLDL-CE,0.71 [0.62-0.80],0.009,**,Cholesteryl Esters in Very Small VLDL
L-LDL-C%,0.71 [0.64-0.77],2.118e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.70 [0.64-0.78],1.004e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-L,0.70 [0.63-0.78],2.627e-06,***,Total-Lipids in Lipoprotein Particles
XL-VLDL-CE,0.70 [0.62-0.79],0.003,**,Cholesteryl Esters in Very Large VLDL
S-VLDL-CE,0.70 [0.62-0.79],0.003,**,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.70 [0.62-0.79],0.001,**,Phospholipids in Small VLDL
Omega-6,0.70 [0.62-0.78],1.547e-05,***,Omega-6 Fatty Acids
M-VLDL-L,0.69 [0.62-0.78],7.139e-05,***,Total-Lipids in Medium VLDL
IDL-FC,0.69 [0.62-0.78],2.351e-04,***,Free Cholesterol in IDL
VLDL-C,0.69 [0.62-0.78],5.475e-05,***,VLDL Cholesterol
PUFA,0.69 [0.62-0.77],7.455e-06,***,Polyunsaturated Fatty Acids
S-VLDL-C,0.69 [0.61-0.78],3.762e-04,***,Cholesterol in Small VLDL
S-LDL-PL,0.69 [0.61-0.77],5.889e-05,***,Phospholipids in Small LDL
S-LDL-CE%,0.68 [0.61-0.76],2.002e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-P,0.68 [0.60-0.77],1.275e-04,***,Concentration of Medium VLDL Particles
VLDL-CE,0.68 [0.60-0.76],1.606e-05,***,Cholesteryl Esters in VLDL
S-LDL-C%,0.68 [0.62-0.74],5.798e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-PL,0.68 [0.60-0.76],2.511e-05,***,Phospholipids in Medium VLDL
Total-C,0.68 [0.61-0.75],2.902e-08,***,Total-Cholesterol
S-VLDL-FC,0.68 [0.60-0.76],5.372e-05,***,Free Cholesterol in Small VLDL
Total-CE,0.68 [0.61-0.75],4.374e-08,***,Total-Esterified Cholesterol
M-VLDL-FC,0.67 [0.60-0.76],3.732e-05,***,Free Cholesterol in Medium VLDL
LA,0.67 [0.60-0.75],1.035e-07,***,Linoleic Acid
S-LDL-P,0.67 [0.60-0.76],2.242e-05,***,Concentration of Small LDL Particles
IDL-L,0.67 [0.60-0.75],4.217e-07,***,Total-Lipids in IDL
S-LDL-FC,0.67 [0.60-0.75],1.676e-06,***,Free Cholesterol in Small LDL
Remnant-C,0.67 [0.60-0.74],5.393e-08,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,0.67 [0.60-0.74],9.260e-08,***,Total-Free Cholesterol
IDL-PL,0.67 [0.59-0.75],7.465e-06,***,Phospholipids in IDL
M-VLDL-CE,0.67 [0.59-0.75],6.712e-06,***,Cholesteryl Esters in Medium VLDL
IDL-C,0.67 [0.60-0.75],2.362e-07,***,Cholesterol in IDL
M-LDL-P,0.66 [0.59-0.75],5.724e-06,***,Concentration of Medium LDL Particles
ApoB,0.66 [0.59-0.74],2.001e-07,***,Apolipoprotein B
M-VLDL-C,0.66 [0.59-0.75],2.411e-06,***,Cholesterol in Medium VLDL
Clinical LDL-C,0.66 [0.60-0.73],8.405e-10,***,Clinical LDL Cholesterol
L-LDL-P,0.66 [0.58-0.75],5.360e-06,***,Concentration of Large LDL Particles
S-LDL-L,0.66 [0.59-0.74],2.727e-07,***,Total-Lipids in Small LDL
Non-HDL-C,0.66 [0.59-0.73],7.905e-10,***,Total-Cholesterol Minus HDL-C
LDL-L,0.66 [0.59-0.73],1.215e-09,***,Total-Lipids in LDL
LDL-P,0.66 [0.58-0.74],1.969e-06,***,Concentration of LDL Particles
IDL-P,0.66 [0.58-0.74],4.307e-06,***,Concentration of IDL Particles
L-LDL-L,0.65 [0.59-0.73],2.269e-09,***,Total-Lipids in Large LDL
IDL-CE,0.65 [0.58-0.73],4.965e-08,***,Cholesteryl Esters in IDL
M-LDL-L,0.65 [0.58-0.73],8.464e-09,***,Total-Lipids in Medium LDL
LDL-C,0.65 [0.58-0.72],4.163e-10,***,LDL Cholesterol
LDL-FC,0.65 [0.58-0.73],1.360e-08,***,Free Cholesterol in LDL
LDL-PL,0.65 [0.58-0.73],8.754e-09,***,Phospholipids in LDL
M-LDL-CE,0.65 [0.58-0.73],2.014e-08,***,Cholesteryl Esters in Medium LDL
LDL-CE,0.65 [0.58-0.72],5.709e-10,***,Cholesteryl Esters in LDL
L-LDL-C,0.65 [0.58-0.72],9.975e-10,***,Cholesterol in Large LDL
L-LDL-PL,0.65 [0.58-0.72],1.444e-08,***,Phospholipids in Large LDL
