Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.45 [1.24-1.71],0.819,,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.39 [1.18-1.63],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.24 [1.06-1.44],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.20 [1.02-1.42],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.08 [0.91-1.29],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.84-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.92 [0.79-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.92 [0.79-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.91 [0.78-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.72 [0.62-0.83],0.852,,Cholesterol to Total-Lipids in Small LDL percentage
