Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,3.40 [2.96-3.91],5.064e-60,***,Creatinine
M-LDL-TG%,1.35 [1.14-1.61],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.17 [0.97-1.42],1.000,,VLDL Cholesterol
VLDL-CE,1.13 [0.93-1.36],1.000,,Cholesteryl Esters in VLDL
Remnant-C,1.01 [0.84-1.22],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
DHA,0.90 [0.74-1.11],1.000,,Docosahexaenoic Acid
SFA%,0.88 [0.73-1.05],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.84 [0.71-1.00],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.82 [0.68-0.99],1.000,,Degree of Unsaturation
M-LDL-FC%,0.73 [0.62-0.86],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
