Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,1.42 [1.22-1.64],0.746,,Average Diameter for HDL Particles
S-HDL-PL%,1.35 [1.19-1.53],0.809,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.23 [1.10-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.14 [1.01-1.28],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.03 [0.90-1.17],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.87-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.97 [0.86-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.97 [0.85-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.92 [0.82-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.74 [0.66-0.84],0.811,,Cholesterol to Total-Lipids in Very Large HDL percentage
