Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.34 [1.23-1.46],8.671e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
Gly,1.33 [1.19-1.49],0.140,,Glycine
GlycA,1.31 [1.20-1.42],5.717e-05,***,Glycoprotein Acetyls
XL-HDL-PL%,1.28 [1.16-1.40],0.078,,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-TG%,1.24 [1.14-1.34],0.029,*,Triglycerides to Total-Lipids in Medium LDL percentage
Total-C,0.81 [0.74-0.87],0.040,*,Total-Cholesterol
Total-CE,0.80 [0.74-0.87],0.032,*,Total-Esterified Cholesterol
IDL-C,0.79 [0.73-0.86],0.020,*,Cholesterol in IDL
ApoB/ApoA1,0.79 [0.73-0.86],0.028,*,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-CE,0.79 [0.73-0.86],0.019,*,Cholesteryl Esters in IDL
Non-HDL-C,0.79 [0.72-0.85],8.750e-04,***,Total-Cholesterol Minus HDL-C
XL-HDL-C%,0.78 [0.72-0.85],0.004,**,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-P,0.78 [0.71-0.86],0.027,*,Concentration of IDL Particles
ApoB,0.78 [0.72-0.85],0.002,**,Apolipoprotein B
S-LDL-P,0.78 [0.71-0.85],0.007,**,Concentration of Small LDL Particles
L-LDL-L,0.77 [0.71-0.84],1.754e-04,***,Total-Lipids in Large LDL
L-LDL-P,0.77 [0.71-0.84],0.003,**,Concentration of Large LDL Particles
L-LDL-CE,0.77 [0.71-0.84],2.701e-04,***,Cholesteryl Esters in Large LDL
L-LDL-C,0.77 [0.71-0.84],1.489e-04,***,Cholesterol in Large LDL
LDL-L,0.77 [0.71-0.83],3.097e-05,***,Total-Lipids in LDL
LDL-CE,0.77 [0.71-0.83],5.540e-05,***,Cholesteryl Esters in LDL
LDL-P,0.77 [0.70-0.84],9.667e-04,***,Concentration of LDL Particles
LDL-C,0.76 [0.71-0.83],2.306e-05,***,LDL Cholesterol
Albumin,0.76 [0.71-0.83],1.899e-06,***,Albumin
M-LDL-P,0.76 [0.70-0.84],6.530e-04,***,Concentration of Medium LDL Particles
Clinical LDL-C,0.76 [0.71-0.83],7.780e-06,***,Clinical LDL Cholesterol
L-LDL-FC,0.76 [0.69-0.83],7.923e-05,***,Free Cholesterol in Large LDL
L-LDL-PL,0.76 [0.69-0.82],3.380e-05,***,Phospholipids in Large LDL
S-LDL-CE,0.75 [0.69-0.82],3.986e-05,***,Cholesteryl Esters in Small LDL
M-LDL-CE,0.75 [0.69-0.82],1.938e-05,***,Cholesteryl Esters in Medium LDL
LDL-FC,0.75 [0.69-0.82],1.013e-05,***,Free Cholesterol in LDL
M-LDL-L,0.75 [0.69-0.82],5.717e-06,***,Total-Lipids in Medium LDL
LDL-PL,0.75 [0.69-0.82],4.766e-06,***,Phospholipids in LDL
S-LDL-L,0.75 [0.69-0.82],9.649e-06,***,Total-Lipids in Small LDL
M-LDL-C,0.75 [0.69-0.81],3.498e-06,***,Cholesterol in Medium LDL
S-LDL-C,0.74 [0.68-0.81],4.307e-06,***,Cholesterol in Small LDL
S-LDL-PL,0.74 [0.68-0.81],5.306e-06,***,Phospholipids in Small LDL
M-LDL-PL,0.74 [0.68-0.81],1.735e-06,***,Phospholipids in Medium LDL
S-LDL-FC,0.74 [0.68-0.80],1.208e-06,***,Free Cholesterol in Small LDL
M-LDL-FC,0.73 [0.67-0.80],7.515e-07,***,Free Cholesterol in Medium LDL
