Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.04 [1.00-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.02 [0.99-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.01 [0.98-1.04],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.01 [0.98-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.00 [0.97-1.03],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.00 [0.97-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.99 [0.96-1.02],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,0.98 [0.95-1.01],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.97 [0.94-1.00],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3,0.93 [0.90-0.96],0.775,,Omega-3 Fatty Acids
