Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.41 [1.23-1.62],0.216,,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.41 [1.22-1.61],0.279,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.28 [1.13-1.46],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.05 [0.91-1.21],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.00 [0.89-1.13],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Remnant-C,0.82 [0.71-0.94],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.81 [0.71-0.92],1.000,,Total-Cholesterol Minus HDL-C
IDL-C%,0.76 [0.68-0.86],0.966,,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.74 [0.65-0.83],0.143,,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.74 [0.65-0.83],0.073,,Cholesteryl Esters to Total-Lipids in IDL percentage
