Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.29 [1.18-1.41],0.004,**,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.27 [1.17-1.39],0.019,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.27 [1.16-1.39],0.063,,Triglycerides to Total-Lipids in IDL percentage
Val,1.09 [0.99-1.21],1.000,,Valine
Omega-6/Omega-3,1.03 [0.93-1.13],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-FC%,0.99 [0.91-1.08],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,0.81 [0.75-0.89],0.519,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.80 [0.74-0.87],0.054,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.80 [0.73-0.87],0.048,*,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.80 [0.73-0.87],0.031,*,Cholesterol to Total-Lipids in Medium LDL percentage
