Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.35 [1.13-1.61],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.28 [1.08-1.52],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.16 [1.00-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.04 [0.90-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.02 [0.87-1.19],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
Non-HDL-C,0.67 [0.57-0.78],0.037,*,Total-Cholesterol Minus HDL-C
Total-CE,0.67 [0.57-0.77],0.034,*,Total-Esterified Cholesterol
Total-C,0.66 [0.57-0.77],0.023,*,Total-Cholesterol
Remnant-C,0.64 [0.55-0.75],0.010,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,0.64 [0.55-0.75],0.009,**,Total-Free Cholesterol
IDL-C,0.63 [0.53-0.74],0.006,**,Cholesterol in IDL
IDL-L,0.63 [0.53-0.74],0.003,**,Total-Lipids in IDL
IDL-FC,0.62 [0.52-0.74],0.022,*,Free Cholesterol in IDL
IDL-CE,0.62 [0.53-0.73],0.005,**,Cholesteryl Esters in IDL
XS-VLDL-C,0.61 [0.51-0.74],0.032,*,Cholesterol in Very Small VLDL
IDL-P,0.61 [0.51-0.73],0.019,*,Concentration of IDL Particles
IDL-PL,0.60 [0.50-0.72],0.003,**,Phospholipids in IDL
XS-VLDL-CE,0.60 [0.50-0.72],0.016,*,Cholesteryl Esters in Very Small VLDL
