Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.63 [1.46-1.82],1.549e-12,***,Glycoprotein Acetyls
Phe,1.36 [1.22-1.51],0.005,**,Phenylalanine
XS-VLDL-PL%,1.35 [1.20-1.51],0.057,,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.27 [1.13-1.43],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.08 [0.96-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.77 [0.70-0.86],0.140,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.77 [0.70-0.85],0.058,,Cholesterol to Total-Lipids in Large LDL percentage
LDL-C,0.77 [0.69-0.86],0.680,,LDL Cholesterol
L-LDL-FC,0.75 [0.67-0.85],0.660,,Free Cholesterol in Large LDL
Albumin,0.73 [0.66-0.81],3.090e-04,***,Albumin
