Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.28 [1.14-1.44],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.22 [1.08-1.39],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.21 [1.08-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.13 [1.00-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.10 [0.97-1.25],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,0.75 [0.68-0.83],0.009,**,Cholesterol to Total-Lipids in Small LDL percentage
Total-L,0.75 [0.67-0.84],0.041,*,Total-Lipids in Lipoprotein Particles
LDL-L,0.75 [0.67-0.83],0.042,*,Total-Lipids in LDL
LDL-CE,0.74 [0.66-0.83],0.038,*,Cholesteryl Esters in LDL
LDL-C,0.74 [0.66-0.83],0.025,*,LDL Cholesterol
Non-HDL-C,0.74 [0.66-0.82],0.014,*,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.74 [0.66-0.82],0.010,**,Clinical LDL Cholesterol
LA,0.74 [0.66-0.82],0.017,*,Linoleic Acid
L-LDL-L,0.73 [0.66-0.82],0.014,*,Total-Lipids in Large LDL
Remnant-C,0.73 [0.66-0.82],0.018,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Omega-6,0.73 [0.66-0.82],0.017,*,Omega-6 Fatty Acids
LDL-PL,0.73 [0.65-0.82],0.035,*,Phospholipids in LDL
L-LDL-CE,0.73 [0.65-0.82],0.024,*,Cholesteryl Esters in Large LDL
L-LDL-C,0.73 [0.65-0.82],0.014,*,Cholesterol in Large LDL
LDL-FC,0.73 [0.65-0.82],0.019,*,Free Cholesterol in LDL
Cholines,0.73 [0.65-0.82],0.019,*,Total-Cholines
Total-PL,0.73 [0.65-0.81],0.007,**,Total-Phospholipids in Lipoprotein Particles
SM,0.72 [0.64-0.82],0.045,*,Sphingomyelins
Total-FC,0.72 [0.64-0.81],0.004,**,Total-Free Cholesterol
Total-C,0.72 [0.65-0.80],8.339e-04,***,Total-Cholesterol
Total-CE,0.71 [0.64-0.80],5.277e-04,***,Total-Esterified Cholesterol
L-LDL-PL,0.71 [0.63-0.80],0.005,**,Phospholipids in Large LDL
L-LDL-FC,0.71 [0.63-0.80],0.006,**,Free Cholesterol in Large LDL
IDL-L,0.71 [0.63-0.79],8.391e-04,***,Total-Lipids in IDL
IDL-PL,0.70 [0.62-0.80],0.006,**,Phospholipids in IDL
IDL-FC,0.70 [0.62-0.79],0.003,**,Free Cholesterol in IDL
IDL-C,0.70 [0.62-0.78],3.903e-04,***,Cholesterol in IDL
IDL-P,0.70 [0.61-0.79],0.005,**,Concentration of IDL Particles
IDL-CE,0.69 [0.62-0.78],3.054e-04,***,Cholesteryl Esters in IDL
