Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [1.07-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.09 [1.03-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.06 [1.00-1.13],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.06 [1.00-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.03 [0.97-1.10],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
Non-HDL-C,0.86 [0.82-0.91],0.048,*,Total-Cholesterol Minus HDL-C
Total-C,0.86 [0.82-0.91],0.040,*,Total-Cholesterol
Total-CE,0.86 [0.82-0.91],0.047,*,Total-Esterified Cholesterol
Clinical LDL-C,0.86 [0.82-0.91],0.025,*,Clinical LDL Cholesterol
LDL-C,0.86 [0.82-0.91],0.036,*,LDL Cholesterol
LDL-PL,0.86 [0.81-0.91],0.045,*,Phospholipids in LDL
L-LDL-PL,0.86 [0.81-0.91],0.044,*,Phospholipids in Large LDL
LDL-FC,0.86 [0.81-0.91],0.033,*,Free Cholesterol in LDL
IDL-C,0.86 [0.81-0.91],0.029,*,Cholesterol in IDL
L-LDL-FC,0.85 [0.81-0.91],0.030,*,Free Cholesterol in Large LDL
IDL-CE,0.85 [0.80-0.90],0.021,*,Cholesteryl Esters in IDL
