Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.36 [1.30-1.42],7.086e-43,***,Creatinine
XS-VLDL-TG%,1.18 [1.13-1.23],4.518e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.18 [1.13-1.23],2.711e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.17 [1.12-1.23],1.106e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.17 [1.12-1.22],3.703e-09,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.16 [1.11-1.22],8.642e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.15 [1.11-1.20],4.125e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.15 [1.11-1.20],6.001e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.15 [1.10-1.20],9.360e-05,***,Glycoprotein Acetyls
S-HDL-TG%,1.14 [1.09-1.20],0.003,**,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.14 [1.09-1.19],5.702e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.13 [1.09-1.18],0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.13 [1.08-1.18],0.001,**,Triglycerides to Total-Lipids in Small LDL percentage
TG/PG,1.13 [1.08-1.18],0.018,*,Triglycerides to Phosphoglycerides ratio
L-HDL-FC%,0.90 [0.87-0.93],2.067e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-C%,0.90 [0.86-0.93],0.050,*,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.90 [0.86-0.93],8.519e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.90 [0.86-0.93],0.021,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
DHA%,0.89 [0.86-0.93],0.031,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,0.89 [0.86-0.93],0.039,*,Degree of Unsaturation
Total-L,0.89 [0.86-0.93],0.004,**,Total-Lipids in Lipoprotein Particles
M-VLDL-CE%,0.89 [0.86-0.92],3.512e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-LDL-FC,0.89 [0.85-0.93],0.024,*,Free Cholesterol in Small LDL
LDL-CE,0.89 [0.85-0.93],0.007,**,Cholesteryl Esters in LDL
LDL-L,0.89 [0.85-0.93],0.004,**,Total-Lipids in LDL
S-HDL-P,0.89 [0.85-0.93],0.015,*,Concentration of Small HDL Particles
M-LDL-FC,0.89 [0.85-0.93],0.006,**,Free Cholesterol in Medium LDL
LDL-PL,0.89 [0.85-0.92],0.003,**,Phospholipids in LDL
M-VLDL-C,0.88 [0.85-0.92],0.006,**,Cholesterol in Medium VLDL
LDL-C,0.88 [0.85-0.92],8.373e-04,***,LDL Cholesterol
S-HDL-C,0.88 [0.85-0.92],0.003,**,Cholesterol in Small HDL
S-HDL-CE,0.88 [0.85-0.92],0.004,**,Cholesteryl Esters in Small HDL
Non-HDL-C,0.88 [0.85-0.92],2.240e-04,***,Total-Cholesterol Minus HDL-C
Remnant-C,0.88 [0.84-0.92],3.926e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-FC%,0.88 [0.85-0.92],4.431e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE,0.88 [0.84-0.92],4.060e-04,***,Cholesteryl Esters in Large LDL
L-LDL-C%,0.88 [0.85-0.91],1.093e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.88 [0.85-0.91],4.545e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.88 [0.84-0.91],4.150e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-L,0.88 [0.84-0.91],1.165e-04,***,Total-Lipids in Large LDL
M-VLDL-PL%,0.88 [0.84-0.91],1.680e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
