Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.38 [1.24-1.53],0.001,**,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.35 [1.22-1.51],0.006,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.28 [1.16-1.42],0.283,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.28 [1.16-1.42],0.533,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.28 [1.16-1.42],0.374,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-C%,0.78 [0.71-0.85],0.011,*,Cholesterol to Total-Lipids in IDL percentage
Albumin,0.78 [0.70-0.86],0.169,,Albumin
S-LDL-C%,0.77 [0.70-0.85],0.013,*,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,0.76 [0.68-0.85],0.223,,Cholesteryl Esters in Small HDL
IDL-CE%,0.74 [0.67-0.81],1.644e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
