Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.30 [1.21-1.41],2.856e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.25 [1.15-1.35],0.009,**,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.22 [1.13-1.32],0.077,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.22 [1.13-1.31],0.047,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.21 [1.13-1.31],0.063,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-C%,0.83 [0.77-0.88],0.008,**,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.83 [0.77-0.88],0.014,*,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC%,0.81 [0.75-0.88],0.034,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA,0.81 [0.75-0.88],0.022,*,Linoleic Acid
M-LDL-C%,0.81 [0.76-0.87],2.748e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-L,0.81 [0.75-0.88],0.036,*,Total-Lipids in Small LDL
ApoB,0.80 [0.74-0.87],0.010,*,Apolipoprotein B
IDL-CE%,0.80 [0.75-0.86],9.256e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-FC,0.80 [0.74-0.87],0.014,*,Free Cholesterol in Small LDL
LDL-P,0.80 [0.74-0.87],0.028,*,Concentration of LDL Particles
S-HDL-PL,0.80 [0.74-0.87],0.015,*,Phospholipids in Small HDL
M-LDL-P,0.80 [0.74-0.87],0.021,*,Concentration of Medium LDL Particles
S-LDL-CE%,0.80 [0.74-0.86],9.091e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-CE,0.80 [0.74-0.86],0.006,**,Cholesteryl Esters in Small LDL
S-LDL-C,0.79 [0.73-0.86],0.003,**,Cholesterol in Small LDL
M-VLDL-C,0.79 [0.73-0.86],0.005,**,Cholesterol in Medium VLDL
Total-L,0.79 [0.74-0.85],1.442e-04,***,Total-Lipids in Lipoprotein Particles
S-HDL-L,0.79 [0.73-0.86],0.002,**,Total-Lipids in Small HDL
Omega-6,0.79 [0.73-0.86],6.095e-04,***,Omega-6 Fatty Acids
S-HDL-FC,0.79 [0.73-0.86],0.004,**,Free Cholesterol in Small HDL
M-LDL-L,0.79 [0.73-0.85],6.464e-04,***,Total-Lipids in Medium LDL
M-LDL-CE,0.79 [0.73-0.85],0.001,**,Cholesteryl Esters in Medium LDL
Remnant-C,0.79 [0.73-0.85],2.761e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-CE,0.79 [0.73-0.86],0.003,**,Cholesteryl Esters in Medium VLDL
PUFA,0.79 [0.73-0.85],3.148e-04,***,Polyunsaturated Fatty Acids
M-LDL-PL,0.79 [0.73-0.85],0.001,**,Phospholipids in Medium LDL
XS-VLDL-CE,0.79 [0.72-0.86],0.008,**,Cholesteryl Esters in Very Small VLDL
LDL-L,0.78 [0.73-0.85],4.863e-05,***,Total-Lipids in LDL
M-LDL-C,0.78 [0.73-0.85],2.452e-04,***,Cholesterol in Medium LDL
Non-HDL-C,0.78 [0.73-0.84],2.838e-05,***,Total-Cholesterol Minus HDL-C
LDL-CE,0.78 [0.72-0.84],4.379e-05,***,Cholesteryl Esters in LDL
SM,0.78 [0.72-0.85],0.001,**,Sphingomyelins
Clinical LDL-C,0.78 [0.73-0.84],9.749e-06,***,Clinical LDL Cholesterol
S-HDL-CE,0.78 [0.72-0.85],2.538e-04,***,Cholesteryl Esters in Small HDL
LDL-C,0.78 [0.72-0.84],1.889e-05,***,LDL Cholesterol
LDL-PL,0.78 [0.72-0.84],7.862e-05,***,Phospholipids in LDL
HDL-P,0.78 [0.71-0.85],0.005,**,Concentration of HDL Particles
S-HDL-C,0.78 [0.72-0.84],1.311e-04,***,Cholesterol in Small HDL
Phosphoglyc,0.78 [0.72-0.84],9.779e-05,***,Phosphoglycerides
L-LDL-L,0.78 [0.72-0.84],1.433e-05,***,Total-Lipids in Large LDL
Total-PL,0.78 [0.72-0.84],2.777e-05,***,Total-Phospholipids in Lipoprotein Particles
L-LDL-CE,0.77 [0.72-0.84],2.419e-05,***,Cholesteryl Esters in Large LDL
M-LDL-FC,0.77 [0.71-0.84],9.344e-05,***,Free Cholesterol in Medium LDL
IDL-P,0.77 [0.71-0.84],6.244e-04,***,Concentration of IDL Particles
S-LDL-C%,0.77 [0.72-0.83],8.021e-08,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-P,0.77 [0.71-0.84],1.048e-04,***,Concentration of Small HDL Particles
L-LDL-C,0.77 [0.72-0.83],9.535e-06,***,Cholesterol in Large LDL
Total-FC,0.77 [0.71-0.83],1.144e-05,***,Total-Free Cholesterol
IDL-PL,0.77 [0.71-0.84],2.121e-04,***,Phospholipids in IDL
IDL-FC,0.77 [0.71-0.84],1.506e-04,***,Free Cholesterol in IDL
LDL-FC,0.77 [0.71-0.83],1.558e-05,***,Free Cholesterol in LDL
Cholines,0.77 [0.71-0.83],2.067e-05,***,Total-Cholines
IDL-L,0.77 [0.71-0.83],1.073e-05,***,Total-Lipids in IDL
Total-C,0.77 [0.71-0.83],6.279e-07,***,Total-Cholesterol
PC,0.77 [0.71-0.83],2.223e-05,***,Phosphatidylcholines
L-LDL-PL,0.76 [0.70-0.83],6.368e-06,***,Phospholipids in Large LDL
Total-CE,0.76 [0.71-0.82],3.242e-07,***,Total-Esterified Cholesterol
Total-P,0.76 [0.70-0.83],1.338e-04,***,Total-Concentration of Lipoprotein Particles
IDL-C,0.76 [0.70-0.82],1.946e-06,***,Cholesterol in IDL
L-LDL-FC,0.76 [0.70-0.82],4.252e-06,***,Free Cholesterol in Large LDL
IDL-CE,0.75 [0.69-0.81],6.238e-07,***,Cholesteryl Esters in IDL
