Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.13 [1.08-1.19],0.209,,Glycoprotein Acetyls
MUFA%,1.13 [1.08-1.19],0.336,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.10 [1.05-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.09 [1.04-1.14],1.000,,Monounsaturated Fatty Acids
Omega-3,1.05 [1.00-1.10],1.000,,Omega-3 Fatty Acids
DHA%,0.98 [0.93-1.03],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.96 [0.92-1.01],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.89 [0.85-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.89 [0.85-0.94],0.808,,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.89 [0.85-0.93],0.149,,Free Cholesterol to Total-Lipids in Large LDL percentage
