Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.18 [1.02-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.12 [0.95-1.32],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.08 [0.92-1.27],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.07 [0.92-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.01 [0.86-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.92 [0.78-1.08],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-C,0.67 [0.57-0.79],0.350,,Cholesterol in Small HDL
S-HDL-CE,0.65 [0.55-0.76],0.057,,Cholesteryl Esters in Small HDL
M-HDL-C,0.62 [0.52-0.76],0.280,,Cholesterol in Medium HDL
M-HDL-CE,0.61 [0.51-0.74],0.144,,Cholesteryl Esters in Medium HDL
