Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.60 [2.30-2.93],7.165e-49,***,Creatinine
XS-VLDL-PL%,2.12 [1.81-2.48],1.128e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.89 [1.63-2.20],1.805e-11,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.83 [1.58-2.11],1.565e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.76 [1.51-2.06],3.428e-07,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.76 [1.49-2.08],4.187e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,1.75 [1.47-2.09],6.213e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG%,1.74 [1.50-2.01],1.741e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.57 [1.34-1.83],0.004,**,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.66 [0.57-0.76],0.002,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA,0.66 [0.56-0.77],0.048,*,Polyunsaturated Fatty Acids
S-VLDL-PL%,0.64 [0.55-0.75],0.009,**,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.64 [0.56-0.73],9.125e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.64 [0.55-0.74],6.219e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL,0.62 [0.52-0.73],0.005,**,Phospholipids in Small HDL
S-HDL-L,0.62 [0.52-0.73],0.001,**,Total-Lipids in Small HDL
L-LDL-P,0.61 [0.51-0.74],0.034,*,Concentration of Large LDL Particles
S-LDL-L,0.61 [0.51-0.72],0.003,**,Total-Lipids in Small LDL
ApoB,0.61 [0.52-0.72],0.001,**,Apolipoprotein B
M-LDL-C%,0.61 [0.54-0.69],1.354e-10,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC,0.61 [0.51-0.72],0.002,**,Free Cholesterol in Small HDL
S-LDL-P,0.60 [0.50-0.72],0.008,**,Concentration of Small LDL Particles
M-HDL-FC%,0.60 [0.52-0.69],5.955e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
