Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.22 [1.04-1.43],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.10 [0.91-1.32],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.07 [0.90-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.05 [0.87-1.26],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.05 [0.88-1.25],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.98 [0.84-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.96 [0.82-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.95 [0.81-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.93 [0.79-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.90 [0.76-1.05],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
