Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.53 [1.40-1.66],3.889e-18,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.51 [1.38-1.65],3.724e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.49 [1.38-1.62],1.279e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.49 [1.35-1.65],4.515e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.46 [1.35-1.59],6.630e-15,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.45 [1.32-1.60],9.057e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.43 [1.31-1.56],2.222e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.33 [1.22-1.45],4.586e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.33 [1.22-1.45],2.418e-05,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.33 [1.20-1.47],0.021,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-TG%,1.30 [1.19-1.41],6.177e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.25 [1.15-1.35],0.015,*,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.82 [0.77-0.88],0.003,**,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-CE%,0.80 [0.74-0.87],0.017,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.80 [0.74-0.86],8.927e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,0.79 [0.73-0.86],0.009,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,0.79 [0.74-0.84],4.794e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-PL,0.78 [0.72-0.86],0.036,*,Phospholipids in Small HDL
L-VLDL-C,0.77 [0.70-0.85],0.041,*,Cholesterol in Large VLDL
VLDL-L,0.77 [0.71-0.85],0.004,**,Total-Lipids in VLDL
LA%,0.77 [0.71-0.84],1.369e-04,***,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-L,0.77 [0.70-0.84],0.001,**,Total-Lipids in Small HDL
XL-VLDL-C,0.77 [0.69-0.84],0.016,*,Cholesterol in Very Large VLDL
ApoA1,0.76 [0.69-0.84],0.034,*,Apolipoprotein A1
S-VLDL-CE%,0.76 [0.70-0.82],6.354e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
SFA,0.76 [0.70-0.83],5.570e-05,***,Saturated Fatty Acids
S-VLDL-L,0.76 [0.69-0.83],0.002,**,Total-Lipids in Small VLDL
M-VLDL-C%,0.75 [0.70-0.81],3.086e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FA,0.75 [0.69-0.82],1.167e-05,***,Total-Fatty Acids
M-LDL-CE%,0.75 [0.69-0.82],1.164e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
HDL-C,0.75 [0.67-0.83],0.037,*,HDL Cholesterol
S-HDL-CE,0.74 [0.68-0.81],2.841e-05,***,Cholesteryl Esters in Small HDL
M-HDL-FC%,0.74 [0.68-0.81],5.153e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-PL,0.74 [0.68-0.81],6.490e-05,***,Phospholipids in VLDL
L-LDL-FC%,0.74 [0.68-0.80],2.171e-09,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE,0.74 [0.67-0.81],1.843e-04,***,Cholesteryl Esters in Large VLDL
S-HDL-C,0.73 [0.67-0.80],3.897e-06,***,Cholesterol in Small HDL
ApoB/ApoA1,0.73 [0.67-0.80],8.854e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-FC,0.73 [0.66-0.80],3.967e-06,***,Free Cholesterol in Small HDL
S-LDL-CE%,0.73 [0.67-0.79],1.267e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-FC%,0.72 [0.67-0.78],3.461e-11,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.72 [0.67-0.78],2.917e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-PL,0.72 [0.65-0.79],1.761e-05,***,Phospholipids in Very Small VLDL
XL-VLDL-CE,0.72 [0.65-0.79],1.345e-05,***,Cholesteryl Esters in Very Large VLDL
S-HDL-P,0.72 [0.65-0.79],4.997e-07,***,Concentration of Small HDL Particles
HDL-P,0.72 [0.65-0.79],1.695e-05,***,Concentration of HDL Particles
VLDL-P,0.71 [0.65-0.79],2.505e-06,***,Concentration of VLDL Particles
HDL-FC,0.71 [0.63-0.79],0.001,**,Free Cholesterol in HDL
M-VLDL-PL%,0.71 [0.65-0.76],3.938e-14,***,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-FC,0.70 [0.64-0.77],8.594e-08,***,Free Cholesterol in VLDL
M-VLDL-L,0.70 [0.64-0.77],8.554e-09,***,Total-Lipids in Medium VLDL
IDL-C%,0.69 [0.65-0.75],1.605e-18,***,Cholesterol to Total-Lipids in IDL percentage
PUFA,0.69 [0.64-0.76],7.021e-11,***,Polyunsaturated Fatty Acids
Phosphoglyc,0.69 [0.63-0.76],8.756e-11,***,Phosphoglycerides
L-LDL-C%,0.69 [0.64-0.74],7.943e-18,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.69 [0.64-0.74],2.935e-17,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.69 [0.64-0.75],1.742e-14,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.69 [0.64-0.74],1.892e-20,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.69 [0.64-0.74],1.475e-18,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-L,0.69 [0.62-0.76],5.950e-09,***,Total-Lipids in Very Small VLDL
XS-VLDL-CE%,0.68 [0.64-0.74],2.502e-18,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL,0.68 [0.62-0.75],3.225e-09,***,Phospholipids in Small VLDL
S-VLDL-CE,0.68 [0.61-0.75],6.100e-09,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL%,0.68 [0.62-0.74],2.512e-13,***,Phospholipids to Total-Lipids in Small VLDL percentage
Total-P,0.67 [0.61-0.74],1.546e-09,***,Total-Concentration of Lipoprotein Particles
PC,0.67 [0.61-0.74],2.516e-12,***,Phosphatidylcholines
S-LDL-C%,0.67 [0.62-0.72],9.293e-21,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-P,0.67 [0.60-0.74],1.042e-09,***,Concentration of Very Small VLDL Particles
Cholines,0.67 [0.61-0.73],7.986e-14,***,Total-Cholines
VLDL-C,0.67 [0.61-0.73],9.003e-13,***,VLDL Cholesterol
S-VLDL-C,0.66 [0.60-0.73],5.709e-11,***,Cholesterol in Small VLDL
XS-VLDL-FC,0.66 [0.60-0.73],2.539e-10,***,Free Cholesterol in Very Small VLDL
M-VLDL-P,0.66 [0.60-0.73],3.537e-11,***,Concentration of Medium VLDL Particles
Omega-6,0.66 [0.60-0.72],1.921e-15,***,Omega-6 Fatty Acids
Total-L,0.66 [0.61-0.71],2.131e-18,***,Total-Lipids in Lipoprotein Particles
M-VLDL-PL,0.66 [0.60-0.72],2.246e-12,***,Phospholipids in Medium VLDL
LA,0.65 [0.60-0.71],1.425e-17,***,Linoleic Acid
S-LDL-PL,0.65 [0.59-0.71],4.818e-14,***,Phospholipids in Small LDL
Total-PL,0.65 [0.60-0.71],3.647e-17,***,Total-Phospholipids in Lipoprotein Particles
VLDL-CE,0.64 [0.58-0.70],3.437e-15,***,Cholesteryl Esters in VLDL
S-VLDL-FC,0.64 [0.58-0.71],1.193e-13,***,Free Cholesterol in Small VLDL
S-LDL-L,0.63 [0.58-0.70],1.172e-16,***,Total-Lipids in Small LDL
M-LDL-L,0.63 [0.58-0.69],2.110e-18,***,Total-Lipids in Medium LDL
M-VLDL-FC,0.63 [0.57-0.70],1.428e-14,***,Free Cholesterol in Medium VLDL
S-LDL-P,0.63 [0.57-0.70],6.938e-15,***,Concentration of Small LDL Particles
SM,0.63 [0.57-0.69],4.170e-16,***,Sphingomyelins
M-LDL-CE,0.63 [0.57-0.69],9.018e-18,***,Cholesteryl Esters in Medium LDL
LDL-L,0.63 [0.58-0.68],1.834e-22,***,Total-Lipids in LDL
