Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.16 [1.07-1.26],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.15 [1.06-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.11 [1.02-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.08 [1.00-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.05 [0.96-1.14],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
IDL-C%,0.85 [0.79-0.91],0.906,,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.83 [0.77-0.89],0.142,,Cholesterol to Total-Lipids in Small LDL percentage
IDL-C,0.83 [0.77-0.90],0.960,,Cholesterol in IDL
IDL-CE,0.82 [0.76-0.89],0.514,,Cholesteryl Esters in IDL
IDL-CE%,0.82 [0.77-0.88],0.013,*,Cholesteryl Esters to Total-Lipids in IDL percentage
