Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.09 [0.82-1.44],1.000,,Glycine
M-HDL-PL%,1.09 [0.89-1.32],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,1.08 [0.89-1.32],1.000,,Alanine
M-LDL-PL%,1.02 [0.83-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.01 [0.82-1.24],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
ApoA1,0.95 [0.76-1.18],1.000,,Apolipoprotein A1
M-LDL-FC%,0.93 [0.77-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.83 [0.67-1.04],1.000,,Valine
Total-BCAA,0.76 [0.60-0.95],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,0.73 [0.60-0.90],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
