Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.12 [0.96-1.30],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.06 [0.93-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.04 [0.90-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,1.04 [0.90-1.21],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.01 [0.88-1.17],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.98 [0.87-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.98 [0.86-1.12],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.98 [0.85-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.94 [0.82-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.93 [0.81-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
