Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.17 [1.08-1.26],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.14 [1.06-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.12 [1.04-1.21],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.12 [1.04-1.21],1.000,,Phospholipids to Total-Lipids in IDL percentage
HDL-PL,1.00 [0.91-1.10],1.000,,Phospholipids in HDL
ApoA1,0.99 [0.90-1.08],1.000,,Apolipoprotein A1
HDL-C,0.97 [0.88-1.07],1.000,,HDL Cholesterol
M-LDL-FC%,0.92 [0.86-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.88 [0.81-0.95],1.000,,Apolipoprotein B
Clinical LDL-C,0.87 [0.80-0.93],1.000,,Clinical LDL Cholesterol
