Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.14 [1.02-1.26],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.12 [1.01-1.25],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.07 [0.97-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.02 [0.92-1.13],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.01 [0.91-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.00 [0.90-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.98 [0.88-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.98 [0.88-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.88-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.97 [0.88-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
