Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.17 [0.99-1.39],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.12 [0.94-1.33],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,1.05 [0.89-1.23],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.04 [0.89-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.86-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.93 [0.81-1.07],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.92 [0.79-1.08],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.92 [0.79-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.92 [0.79-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.90 [0.75-1.07],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
