Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.93 [1.62-2.30],5.848e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.85 [1.52-2.25],2.577e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.85 [1.52-2.24],1.620e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.78 [1.51-2.09],3.877e-07,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.61 [1.38-1.89],4.122e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.58 [1.35-1.85],0.002,**,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.69 [0.62-0.77],4.457e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-FC%,0.68 [0.61-0.77],3.767e-05,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,0.68 [0.59-0.78],0.017,*,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.67 [0.57-0.78],0.043,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.67 [0.58-0.76],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.66 [0.57-0.76],0.003,**,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.65 [0.56-0.75],8.245e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.64 [0.56-0.73],9.887e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.63 [0.53-0.75],0.035,*,Phosphoglycerides
M-HDL-FC%,0.62 [0.54-0.72],1.240e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-L,0.62 [0.53-0.73],0.001,**,Total-Lipids in Lipoprotein Particles
S-VLDL-C%,0.62 [0.53-0.72],1.679e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C,0.62 [0.52-0.74],0.020,*,Cholesterol in Medium LDL
