Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.08 [1.03-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.07 [1.02-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.05 [1.00-1.10],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.01 [0.97-1.06],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.00 [0.96-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-L,0.90 [0.86-0.94],0.098,,Total-Lipids in IDL
IDL-FC,0.90 [0.86-0.94],0.212,,Free Cholesterol in IDL
IDL-C,0.89 [0.85-0.93],0.036,*,Cholesterol in IDL
IDL-CE,0.89 [0.85-0.93],0.026,*,Cholesteryl Esters in IDL
IDL-P,0.89 [0.85-0.93],0.043,*,Concentration of IDL Particles
