Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.33 [1.17-1.50],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.27 [1.10-1.47],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.21 [1.04-1.40],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.19 [1.04-1.37],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.19 [1.04-1.37],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.84 [0.74-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.83 [0.73-0.93],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.81 [0.71-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.74 [0.65-0.83],0.084,,Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,0.72 [0.63-0.82],0.381,,Degree of Unsaturation
