Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.85 [1.57-2.19],1.167e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.77 [1.54-2.02],5.620e-11,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.76 [1.55-2.01],4.028e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.75 [1.48-2.06],5.831e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.75 [1.53-1.99],2.397e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.74 [1.50-2.01],7.156e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.60 [1.39-1.83],7.698e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.55 [1.34-1.79],5.719e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.54 [1.34-1.77],2.892e-04,***,Glycoprotein Acetyls
S-HDL-PL%,1.53 [1.32-1.78],0.005,**,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL%,1.43 [1.25-1.64],0.030,*,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-CE%,0.71 [0.63-0.81],0.022,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.70 [0.61-0.79],0.003,**,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.69 [0.62-0.78],2.343e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.69 [0.63-0.76],1.013e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.68 [0.60-0.78],0.009,**,Cholesterol to Total-Lipids in Small HDL percentage
Total-PL,0.68 [0.59-0.79],0.038,*,Total-Phospholipids in Lipoprotein Particles
Total-L,0.67 [0.58-0.77],0.002,**,Total-Lipids in Lipoprotein Particles
XL-VLDL-CE%,0.64 [0.55-0.76],0.049,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
VLDL-C,0.64 [0.55-0.75],0.004,**,VLDL Cholesterol
M-VLDL-C%,0.64 [0.57-0.72],1.348e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,0.64 [0.56-0.73],2.301e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-PL,0.63 [0.54-0.74],0.007,**,Phospholipids in Small VLDL
ApoB/ApoA1,0.63 [0.54-0.74],0.002,**,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-C%,0.63 [0.56-0.71],9.335e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-FC,0.63 [0.53-0.75],0.021,*,Free Cholesterol in Very Small VLDL
IDL-CE%,0.63 [0.55-0.71],1.286e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.62 [0.55-0.70],3.028e-09,***,Albumin
M-VLDL-PL%,0.62 [0.55-0.70],9.697e-09,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.62 [0.55-0.70],7.017e-09,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.62 [0.55-0.70],6.940e-09,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-P,0.62 [0.52-0.73],0.003,**,Concentration of Medium VLDL Particles
M-VLDL-PL,0.62 [0.53-0.73],9.865e-04,***,Phospholipids in Medium VLDL
S-VLDL-CE,0.61 [0.52-0.72],0.002,**,Cholesteryl Esters in Small VLDL
XS-VLDL-CE%,0.61 [0.54-0.69],4.960e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.61 [0.54-0.69],1.937e-11,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.61 [0.54-0.69],3.610e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,0.60 [0.53-0.68],2.145e-09,***,Cholesterol to Total-Lipids in Small VLDL percentage
SM,0.60 [0.51-0.70],5.037e-05,***,Sphingomyelins
VLDL-CE,0.60 [0.51-0.70],3.603e-05,***,Cholesteryl Esters in VLDL
S-LDL-P,0.60 [0.51-0.70],1.384e-04,***,Concentration of Small LDL Particles
M-LDL-C%,0.60 [0.53-0.67],4.391e-14,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-C,0.59 [0.50-0.70],1.719e-04,***,Cholesterol in Small VLDL
S-VLDL-FC%,0.58 [0.51-0.66],1.634e-11,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-PL,0.58 [0.49-0.67],1.936e-06,***,Phospholipids in Small LDL
M-VLDL-FC,0.57 [0.49-0.68],1.255e-05,***,Free Cholesterol in Medium VLDL
Remnant-C,0.57 [0.50-0.66],1.533e-08,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.57 [0.50-0.66],4.896e-10,***,Total-Cholesterol
S-LDL-C%,0.57 [0.51-0.64],2.819e-15,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.57 [0.49-0.66],4.223e-08,***,Total-Lipids in Medium LDL
M-LDL-CE,0.57 [0.49-0.67],2.152e-07,***,Cholesteryl Esters in Medium LDL
S-LDL-L,0.57 [0.49-0.67],3.319e-07,***,Total-Lipids in Small LDL
LDL-L,0.57 [0.49-0.65],5.183e-10,***,Total-Lipids in LDL
Non-HDL-C,0.57 [0.49-0.65],2.601e-10,***,Total-Cholesterol Minus HDL-C
LDL-CE,0.57 [0.49-0.66],2.654e-09,***,Cholesteryl Esters in LDL
Total-CE,0.57 [0.49-0.65],3.431e-10,***,Total-Esterified Cholesterol
Total-FC,0.57 [0.49-0.66],8.780e-09,***,Total-Free Cholesterol
