Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,1.05 [0.98-1.12],1.000,,Pyruvate
M-LDL-TG%,1.04 [0.98-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Acetate,1.03 [0.97-1.10],1.000,,Acetate
HDL-FC,1.03 [0.95-1.12],1.000,,Free Cholesterol in HDL
GlycA,1.02 [0.95-1.09],1.000,,Glycoprotein Acetyls
M-LDL-FC%,0.98 [0.92-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.97 [0.92-1.03],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-TG%,0.96 [0.89-1.03],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,0.92 [0.85-1.00],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.91 [0.85-0.98],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
