Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.17 [1.04-1.31],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.13 [1.01-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.08 [0.96-1.23],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.07 [0.95-1.21],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.06 [0.94-1.18],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.97 [0.87-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.96 [0.85-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.95 [0.86-1.05],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.93 [0.84-1.04],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.92 [0.83-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
