Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.03 [0.95-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.02 [0.95-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.02 [0.93-1.10],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-FC%,1.01 [0.94-1.09],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE%,1.00 [0.93-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.99 [0.92-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.99 [0.92-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.98 [0.92-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.98 [0.91-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.98 [0.91-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
