Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.12 [1.08-1.17],4.367e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.11 [1.07-1.15],0.002,**,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.09 [1.06-1.13],0.146,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,1.02 [0.99-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.01 [0.97-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
Clinical LDL-C,0.91 [0.88-0.94],0.032,*,Clinical LDL Cholesterol
Omega-6,0.91 [0.88-0.94],0.036,*,Omega-6 Fatty Acids
Non-HDL-C,0.91 [0.88-0.94],0.010,*,Total-Cholesterol Minus HDL-C
LDL-PL,0.91 [0.88-0.94],0.024,*,Phospholipids in LDL
LDL-C,0.91 [0.88-0.94],0.010,**,LDL Cholesterol
L-LDL-C,0.91 [0.88-0.94],0.014,*,Cholesterol in Large LDL
M-LDL-PL,0.91 [0.88-0.94],0.031,*,Phospholipids in Medium LDL
M-LDL-C,0.91 [0.88-0.94],0.015,*,Cholesterol in Medium LDL
LDL-L,0.91 [0.88-0.94],0.006,**,Total-Lipids in LDL
L-LDL-CE,0.91 [0.88-0.94],0.011,*,Cholesteryl Esters in Large LDL
M-LDL-L,0.91 [0.87-0.94],0.011,*,Total-Lipids in Medium LDL
LDL-CE,0.91 [0.87-0.94],0.006,**,Cholesteryl Esters in LDL
M-LDL-CE,0.91 [0.87-0.94],0.011,*,Cholesteryl Esters in Medium LDL
L-LDL-L,0.91 [0.87-0.94],0.005,**,Total-Lipids in Large LDL
IDL-C,0.91 [0.87-0.94],0.011,*,Cholesterol in IDL
IDL-L,0.90 [0.87-0.94],0.007,**,Total-Lipids in IDL
L-LDL-PL,0.90 [0.87-0.94],0.008,**,Phospholipids in Large LDL
Total-FA,0.90 [0.87-0.93],0.001,**,Total-Fatty Acids
PUFA,0.90 [0.87-0.94],0.003,**,Polyunsaturated Fatty Acids
IDL-CE,0.90 [0.87-0.93],0.004,**,Cholesteryl Esters in IDL
SFA,0.90 [0.87-0.93],6.139e-04,***,Saturated Fatty Acids
Total-FC,0.90 [0.87-0.93],0.001,**,Total-Free Cholesterol
SM,0.90 [0.86-0.93],0.003,**,Sphingomyelins
Total-C,0.90 [0.86-0.93],6.174e-05,***,Total-Cholesterol
HDL-C,0.89 [0.86-0.93],0.050,*,HDL Cholesterol
Total-CE,0.89 [0.86-0.92],3.162e-05,***,Total-Esterified Cholesterol
Total-L,0.89 [0.86-0.92],9.778e-06,***,Total-Lipids in Lipoprotein Particles
S-LDL-CE%,0.89 [0.86-0.92],5.776e-06,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-CE,0.89 [0.85-0.92],8.767e-04,***,Cholesteryl Esters in Medium HDL
HDL-FC,0.89 [0.85-0.93],0.017,*,Free Cholesterol in HDL
M-HDL-C,0.88 [0.85-0.92],4.083e-04,***,Cholesterol in Medium HDL
HDL-L,0.88 [0.85-0.92],5.640e-04,***,Total-Lipids in HDL
HDL-PL,0.88 [0.85-0.92],4.127e-04,***,Phospholipids in HDL
M-HDL-L,0.88 [0.84-0.91],1.552e-05,***,Total-Lipids in Medium HDL
M-HDL-PL,0.88 [0.84-0.91],1.399e-05,***,Phospholipids in Medium HDL
Total-PL,0.88 [0.85-0.91],1.035e-07,***,Total-Phospholipids in Lipoprotein Particles
Cholines,0.87 [0.84-0.91],1.398e-07,***,Total-Cholines
M-HDL-FC,0.87 [0.84-0.91],7.566e-05,***,Free Cholesterol in Medium HDL
M-HDL-P,0.87 [0.84-0.91],3.040e-05,***,Concentration of Medium HDL Particles
Phosphoglyc,0.87 [0.84-0.90],3.956e-08,***,Phosphoglycerides
ApoA1,0.87 [0.84-0.91],3.707e-06,***,Apolipoprotein A1
PC,0.87 [0.84-0.90],5.469e-08,***,Phosphatidylcholines
S-HDL-CE,0.87 [0.84-0.90],2.010e-08,***,Cholesteryl Esters in Small HDL
S-HDL-C,0.87 [0.83-0.90],1.360e-09,***,Cholesterol in Small HDL
S-HDL-FC,0.86 [0.83-0.90],1.480e-09,***,Free Cholesterol in Small HDL
S-HDL-P,0.86 [0.83-0.89],3.875e-10,***,Concentration of Small HDL Particles
HDL-P,0.86 [0.83-0.90],2.524e-08,***,Concentration of HDL Particles
S-HDL-L,0.86 [0.83-0.89],4.696e-11,***,Total-Lipids in Small HDL
S-HDL-PL,0.86 [0.83-0.89],1.072e-10,***,Phospholipids in Small HDL
Total-P,0.86 [0.82-0.89],2.635e-09,***,Total-Concentration of Lipoprotein Particles
