Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.22 [1.06-1.41],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.13 [1.00-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.10 [0.96-1.26],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.07 [0.93-1.22],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.02 [0.88-1.17],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.98 [0.86-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.92 [0.82-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.84 [0.76-0.94],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.83 [0.74-0.93],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.83 [0.74-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
