Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.98 [1.71-2.29],1.091e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.97 [1.68-2.30],6.055e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.96 [1.68-2.28],4.089e-13,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.89 [1.63-2.18],1.308e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.82 [1.54-2.15],1.957e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.76 [1.50-2.06],4.416e-07,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.75 [1.45-2.10],6.351e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-PL%,1.70 [1.42-2.02],6.094e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-TG%,1.69 [1.41-2.02],0.002,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.54 [1.32-1.80],0.014,*,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-TG%,1.52 [1.31-1.78],0.015,*,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.46 [1.27-1.69],0.036,*,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.72 [0.65-0.80],1.155e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.68 [0.60-0.77],1.275e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,0.66 [0.57-0.77],0.012,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.65 [0.57-0.75],5.590e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-C%,0.65 [0.57-0.75],9.574e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
Phosphoglyc,0.65 [0.55-0.77],0.047,*,Phosphoglycerides
