Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,"0.013 [0.002,0.024]",1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,"0.008 [-0.003,0.018]",1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"0.006 [-0.005,0.018]",1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,"0.006 [-0.006,0.018]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-TG%,"0.003 [-0.008,0.014]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"-0.002 [-0.013,0.010]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,"-0.004 [-0.015,0.007]",1.000,,Total-Esterified Cholesterol
LA%,"-0.005 [-0.017,0.007]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,"-0.005 [-0.017,0.006]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Citrate,"-0.041 [-0.052,-0.030]",1.425e-07,***,Citrate
