Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,"0.184 [0.155,0.213]",8.392e-31,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"0.162 [0.135,0.189]",3.082e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,"0.161 [0.132,0.189]",1.899e-22,***,Creatinine
XXL-VLDL-TG%,"0.159 [0.134,0.183]",5.476e-31,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,"0.147 [0.122,0.172]",1.096e-25,***,Apolipoprotein B to Apolipoprotein A1 ratio
Gly,"0.142 [0.116,0.168]",4.810e-21,***,Glycine
Gln,"0.139 [0.115,0.164]",4.426e-23,***,Glutamine
L-HDL-TG%,"0.139 [0.113,0.165]",5.380e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-PL%,"0.138 [0.113,0.162]",1.626e-22,***,Phospholipids to Total-Lipids in Small LDL percentage
Tyr,"0.128 [0.103,0.153]",3.859e-18,***,Tyrosine
M-HDL-TG%,"0.123 [0.097,0.149]",1.307e-15,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-FC,"0.121 [0.094,0.148]",1.741e-13,***,Free Cholesterol in Very Large HDL
TG/PG,"0.117 [0.090,0.144]",3.340e-12,***,Triglycerides to Phosphoglycerides ratio
SFA%,"0.116 [0.091,0.141]",1.291e-14,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,"0.114 [0.088,0.140]",2.600e-12,***,Triglycerides to Total-Lipids in Small HDL percentage
Val,"0.105 [0.079,0.131]",2.976e-10,***,Valine
XS-VLDL-FC%,"0.097 [0.073,0.122]",2.073e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,"0.083 [0.059,0.108]",8.140e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-FC%,"0.083 [0.057,0.109]",5.515e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Total-BCAA,"0.081 [0.055,0.106]",1.371e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.072 [0.046,0.097]",0.008,**,Leucine
L-LDL-PL%,"0.070 [0.046,0.095]",0.004,**,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-FC%,"0.070 [0.044,0.096]",0.026,*,Free Cholesterol to Total-Lipids in Large LDL percentage
Albumin,"0.069 [0.044,0.094]",0.015,*,Albumin
L-LDL-L,"-0.066 [-0.090,-0.041]",0.034,*,Total-Lipids in Large LDL
L-LDL-C,"-0.066 [-0.091,-0.042]",0.027,*,Cholesterol in Large LDL
L-LDL-TG,"-0.070 [-0.094,-0.045]",0.010,**,Triglycerides in Large LDL
Acetoacetate,"-0.070 [-0.095,-0.045]",0.006,**,Acetoacetate
XS-VLDL-TG%,"-0.073 [-0.098,-0.047]",0.009,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-CE,"-0.074 [-0.098,-0.049]",9.000e-04,***,Cholesteryl Esters in Large LDL
Total-FC,"-0.079 [-0.104,-0.054]",1.036e-04,***,Total-Free Cholesterol
L-HDL-CE%,"-0.082 [-0.109,-0.056]",2.699e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Acetone,"-0.083 [-0.108,-0.059]",8.692e-06,***,Acetone
M-HDL-TG,"-0.085 [-0.110,-0.060]",4.479e-06,***,Triglycerides in Medium HDL
Acetate,"-0.087 [-0.111,-0.062]",8.600e-07,***,Acetate
S-LDL-C%,"-0.090 [-0.115,-0.065]",2.138e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
MUFA%,"-0.099 [-0.125,-0.072]",6.730e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,"-0.099 [-0.124,-0.075]",3.117e-10,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,"-0.100 [-0.126,-0.075]",3.288e-09,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-C,"-0.105 [-0.130,-0.080]",5.685e-11,***,Total-Cholesterol
Total-L,"-0.109 [-0.134,-0.084]",1.148e-12,***,Total-Lipids in Lipoprotein Particles
Total-CE,"-0.117 [-0.142,-0.092]",1.765e-14,***,Total-Esterified Cholesterol
L-HDL-FC,"-0.121 [-0.149,-0.092]",4.391e-11,***,Free Cholesterol in Large HDL
S-LDL-CE%,"-0.125 [-0.149,-0.100]",5.682e-18,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-CE%,"-0.126 [-0.152,-0.101]",7.541e-17,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
SFA,"-0.132 [-0.156,-0.107]",5.552e-20,***,Saturated Fatty Acids
