Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"0.071 [0.047,0.095]",0.001,**,Glutamine
Clinical LDL-C,"0.037 [0.014,0.061]",1.000,,Clinical LDL Cholesterol
ApoB,"0.029 [0.005,0.053]",1.000,,Apolipoprotein B
ApoA1,"0.019 [-0.007,0.045]",1.000,,Apolipoprotein A1
M-LDL-FC%,"0.014 [-0.011,0.039]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,"-0.043 [-0.069,-0.018]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,"-0.058 [-0.082,-0.034]",0.665,,Alanine
Omega-3%,"-0.058 [-0.082,-0.033]",0.687,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,"-0.065 [-0.089,-0.040]",0.038,*,Spectrometer-corrected alanine
DHA%,"-0.065 [-0.090,-0.040]",0.075,,Docosahexaenoic Acid to Total-Fatty Acids percentage
