Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.07 [0.94-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.07 [0.94-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.07 [0.94-1.22],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.07 [0.93-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.04 [0.92-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,0.98 [0.86-1.11],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,0.94 [0.83-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.90 [0.79-1.03],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,0.90 [0.79-1.01],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.88 [0.78-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
