Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.19 [0.98-1.46],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.14 [0.93-1.38],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,1.07 [0.88-1.30],1.000,,Tyrosine
Gly,1.03 [0.84-1.26],1.000,,Glycine
VLDL-C,1.01 [0.84-1.22],1.000,,VLDL Cholesterol
Total-C,0.92 [0.76-1.12],1.000,,Total-Cholesterol
Total-CE,0.92 [0.76-1.12],1.000,,Total-Esterified Cholesterol
LDL-CE,0.92 [0.76-1.11],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.89 [0.71-1.11],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.89 [0.74-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
