Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.10 [1.01-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.08 [0.99-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.07 [0.98-1.18],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.02 [0.93-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE%,1.02 [0.93-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Total-L,0.79 [0.72-0.86],0.014,*,Total-Lipids in Lipoprotein Particles
Total-C,0.78 [0.72-0.85],0.008,**,Total-Cholesterol
Total-CE,0.78 [0.71-0.85],0.005,**,Total-Esterified Cholesterol
Phosphoglyc,0.77 [0.71-0.85],0.011,*,Phosphoglycerides
PC,0.77 [0.71-0.85],0.012,*,Phosphatidylcholines
Total-PL,0.77 [0.71-0.84],0.005,**,Total-Phospholipids in Lipoprotein Particles
Total-P,0.77 [0.70-0.85],0.029,*,Total-Concentration of Lipoprotein Particles
Cholines,0.77 [0.70-0.84],0.005,**,Total-Cholines
