Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.47 [1.40-1.53],5.259e-58,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.45 [1.39-1.52],6.165e-54,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.43 [1.37-1.50],1.491e-53,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.42 [1.35-1.49],1.485e-39,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.39 [1.33-1.46],1.034e-35,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
GlycA,1.36 [1.29-1.43],2.963e-28,***,Glycoprotein Acetyls
S-VLDL-TG%,1.34 [1.28-1.41],4.546e-25,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.30 [1.24-1.37],1.495e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.30 [1.24-1.36],6.620e-23,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.30 [1.24-1.36],1.073e-24,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.30 [1.24-1.37],3.301e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.26 [1.21-1.32],7.276e-18,***,Phospholipids to Total-Lipids in Large HDL percentage
Creatinine,1.24 [1.18-1.31],4.760e-12,***,Creatinine
XL-VLDL-TG%,1.24 [1.17-1.32],1.713e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,1.22 [1.16-1.28],1.838e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.20 [1.14-1.26],4.011e-07,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.19 [1.13-1.25],1.394e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.19 [1.13-1.25],4.050e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,1.16 [1.10-1.22],0.021,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,1.14 [1.08-1.19],0.029,*,Glucose-lactate
M-HDL-CE%,0.88 [0.84-0.92],0.007,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-PL%,0.88 [0.84-0.92],0.009,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC,0.87 [0.83-0.92],0.016,*,Free Cholesterol in Very Small VLDL
XL-VLDL-CE,0.87 [0.82-0.91],0.004,**,Cholesteryl Esters in Very Large VLDL
VLDL-FC,0.86 [0.82-0.91],0.001,**,Free Cholesterol in VLDL
M-LDL-CE%,0.86 [0.82-0.91],3.947e-04,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
HDL-C,0.86 [0.81-0.91],0.037,*,HDL Cholesterol
HDL-CE,0.86 [0.81-0.91],0.023,*,Cholesteryl Esters in HDL
L-VLDL-CE%,0.86 [0.82-0.90],3.630e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-FC%,0.86 [0.82-0.90],8.384e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,0.86 [0.81-0.90],0.002,**,Concentration of HDL Particles
IDL-FC%,0.85 [0.82-0.89],5.543e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-C%,0.85 [0.81-0.89],7.032e-06,***,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6%,0.85 [0.82-0.89],1.797e-06,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE,0.85 [0.81-0.90],6.242e-05,***,Cholesteryl Esters in Small VLDL
Phosphoglyc,0.85 [0.81-0.90],7.049e-05,***,Phosphoglycerides
S-LDL-FC%,0.85 [0.82-0.89],2.262e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
