Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.19 [1.08-1.31],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.11 [1.00-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.11 [1.00-1.23],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.09 [0.98-1.22],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.95-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-C,0.79 [0.72-0.87],0.915,,LDL Cholesterol
L-LDL-CE,0.79 [0.71-0.87],0.963,,Cholesteryl Esters in Large LDL
L-LDL-C,0.79 [0.71-0.87],0.726,,Cholesterol in Large LDL
Total-C,0.79 [0.71-0.87],0.375,,Total-Cholesterol
Total-CE,0.78 [0.71-0.86],0.257,,Total-Esterified Cholesterol
