Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.18 [1.10-1.26],0.948,,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.15 [1.07-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.15 [1.07-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.10 [1.02-1.18],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-C,0.85 [0.79-0.91],0.639,,Total-Cholesterol
LDL-FC,0.85 [0.79-0.91],0.697,,Free Cholesterol in LDL
Total-CE,0.84 [0.79-0.90],0.393,,Total-Esterified Cholesterol
L-LDL-FC,0.84 [0.79-0.90],0.458,,Free Cholesterol in Large LDL
L-LDL-C%,0.81 [0.76-0.87],2.070e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
