Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.05 [0.98-1.14],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.02 [0.95-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.02 [0.94-1.10],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,1.00 [0.92-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.00 [0.93-1.08],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-C%,0.99 [0.92-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Remnant-C,0.91 [0.84-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.90 [0.84-0.97],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.90 [0.84-0.97],1.000,,LDL Cholesterol
Total-C,0.90 [0.84-0.97],1.000,,Total-Cholesterol
