Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.02 [0.99-1.06],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
HDL-CE,1.00 [0.96-1.04],1.000,,Cholesteryl Esters in HDL
HDL-C,1.00 [0.96-1.04],1.000,,HDL Cholesterol
M-LDL-PL%,1.00 [0.97-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,1.00 [0.96-1.04],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C,0.92 [0.89-0.95],0.504,,Cholesterol in Small LDL
M-LDL-FC,0.92 [0.88-0.95],0.598,,Free Cholesterol in Medium LDL
M-LDL-C,0.92 [0.88-0.95],0.466,,Cholesterol in Medium LDL
M-LDL-PL,0.92 [0.88-0.95],0.400,,Phospholipids in Medium LDL
Albumin,0.91 [0.88-0.94],0.051,,Albumin
