Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.12 [0.97-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.07 [0.94-1.23],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.07 [0.93-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.07 [0.93-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.04 [0.91-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.96 [0.84-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-TG%,0.94 [0.81-1.08],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.93 [0.80-1.07],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.88 [0.76-1.01],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.87 [0.75-1.00],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
