Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.30 [1.07-1.56],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.24 [1.01-1.53],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.21 [0.99-1.49],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.21 [0.99-1.49],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.12 [0.91-1.37],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.95 [0.79-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.86 [0.71-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.85 [0.70-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.84 [0.71-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.83 [0.70-1.00],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
