Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.09-1.33],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.19 [1.08-1.32],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.14 [1.03-1.27],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.13 [1.02-1.24],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.10 [1.00-1.22],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-FC%,0.95 [0.86-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.83-1.02],1.000,,VLDL Cholesterol
LDL-CE,0.86 [0.78-0.95],1.000,,Cholesteryl Esters in LDL
Total-CE,0.85 [0.77-0.94],1.000,,Total-Esterified Cholesterol
HDL-CE,0.84 [0.75-0.94],1.000,,Cholesteryl Esters in HDL
