Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.21 [1.11-1.31],0.940,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.10 [1.03-1.18],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.06 [0.99-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.05 [0.98-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-CE%,1.03 [0.97-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.95 [0.89-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.91 [0.85-0.97],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
L-HDL-PL,0.83 [0.77-0.90],0.871,,Phospholipids in Large HDL
L-HDL-FC,0.83 [0.77-0.90],0.822,,Free Cholesterol in Large HDL
L-HDL-L,0.83 [0.77-0.90],0.589,,Total-Lipids in Large HDL
