Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.98-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,1.07 [0.97-1.17],1.000,,Tyrosine
Phe,1.06 [0.97-1.17],1.000,,Phenylalanine
Ile,1.06 [0.97-1.17],1.000,,Isoleucine
His,1.04 [0.95-1.14],1.000,,Histidine
M-LDL-FC%,0.96 [0.87-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.95 [0.85-1.05],1.000,,HDL Cholesterol
ApoA1,0.94 [0.84-1.04],1.000,,Apolipoprotein A1
ApoB,0.89 [0.81-0.98],1.000,,Apolipoprotein B
Clinical LDL-C,0.88 [0.80-0.97],1.000,,Clinical LDL Cholesterol
