Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.21 [1.06-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.06 [0.91-1.23],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Val,1.06 [0.92-1.22],1.000,,Valine
Total-BCAA,1.06 [0.92-1.22],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.06 [0.92-1.21],1.000,,Leucine
VLDL-C,0.93 [0.81-1.06],1.000,,VLDL Cholesterol
Remnant-C,0.87 [0.76-0.99],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.84 [0.73-0.96],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.83 [0.72-0.95],1.000,,Total-Cholesterol
M-LDL-FC%,0.80 [0.70-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
