Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.47 [1.28-1.69],0.019,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.44 [1.26-1.66],0.083,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.43 [1.25-1.64],0.066,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.32 [1.13-1.54],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.26 [1.08-1.47],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.80 [0.70-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.75 [0.66-0.85],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.73 [0.64-0.83],0.628,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.73 [0.64-0.83],0.307,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.71 [0.63-0.80],0.014,*,Cholesterol to Total-Lipids in IDL percentage
