Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-FC%,1.06 [0.98-1.14],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-PL%,1.01 [0.93-1.10],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.01 [0.93-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.00 [0.93-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.00 [0.92-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.92-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.99 [0.91-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.99 [0.90-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.97 [0.90-1.06],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.96 [0.88-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
