Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.13 [1.11-1.15],1.107e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.12 [1.10-1.15],4.750e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.12 [1.09-1.14],5.423e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.11 [1.09-1.14],2.175e-18,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.09 [1.07-1.11],6.886e-11,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.08 [1.06-1.11],3.960e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.08 [1.05-1.10],5.964e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.07 [1.05-1.10],7.517e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.07 [1.05-1.10],3.862e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.07 [1.05-1.10],8.160e-04,***,Glycoprotein Acetyls
S-LDL-TG%,1.07 [1.05-1.09],1.086e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.07 [1.04-1.09],0.002,**,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.06 [1.04-1.09],0.009,**,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.95 [0.93-0.97],0.039,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-FC%,0.95 [0.93-0.97],0.031,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
PUFA%,0.94 [0.92-0.96],0.044,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-CE,0.94 [0.92-0.96],0.022,*,Cholesteryl Esters in Large VLDL
M-VLDL-PL%,0.94 [0.92-0.96],0.004,**,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE,0.94 [0.92-0.96],0.013,*,Cholesteryl Esters in Very Large VLDL
XS-VLDL-C,0.94 [0.92-0.96],0.008,**,Cholesterol in Very Small VLDL
S-HDL-C%,0.94 [0.92-0.96],0.004,**,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-L,0.94 [0.92-0.96],0.024,*,Total-Lipids in Medium HDL
M-HDL-C%,0.94 [0.92-0.96],0.004,**,Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-FC,0.94 [0.92-0.96],8.019e-04,***,Free Cholesterol in VLDL
S-VLDL-C,0.94 [0.92-0.96],4.395e-04,***,Cholesterol in Small VLDL
M-HDL-P,0.94 [0.91-0.96],0.010,*,Concentration of Medium HDL Particles
XS-VLDL-CE,0.94 [0.92-0.96],2.975e-04,***,Cholesteryl Esters in Very Small VLDL
