Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.19 [1.07-1.32],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,1.09 [0.97-1.23],1.000,,Creatinine
SFA,1.04 [0.93-1.16],1.000,,Saturated Fatty Acids
HDL-FC,1.02 [0.90-1.15],1.000,,Free Cholesterol in HDL
Total-FA,1.02 [0.91-1.13],1.000,,Total-Fatty Acids
ApoA1,0.99 [0.88-1.11],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.94 [0.84-1.04],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.92 [0.83-1.02],1.000,,Apolipoprotein B
Clinical LDL-C,0.88 [0.79-0.97],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.87 [0.78-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
