Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.17 [1.11-1.23],9.719e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.15 [1.09-1.20],0.011,*,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.07-1.18],0.374,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.13 [1.07-1.18],0.318,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.12 [1.07-1.18],0.640,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-C%,0.89 [0.85-0.94],0.478,,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C,0.89 [0.84-0.93],0.709,,Cholesterol in Small HDL
S-HDL-CE,0.88 [0.84-0.93],0.192,,Cholesteryl Esters in Small HDL
IDL-C%,0.88 [0.84-0.92],0.008,**,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.88 [0.84-0.92],0.008,**,Cholesteryl Esters to Total-Lipids in IDL percentage
