Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.16 [1.05-1.27],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.11 [1.01-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.10 [1.00-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.09 [0.99-1.19],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.04 [0.95-1.15],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.93 [0.85-1.01],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.91 [0.83-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.90 [0.82-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.90 [0.82-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
