Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.09 [1.06-1.12],0.006,**,Glycine
Gln,1.06 [1.03-1.08],0.557,,Glutamine
LA%,1.06 [1.03-1.08],0.663,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,1.03 [1.01-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.02 [0.99-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,0.98 [0.96-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.95 [0.92-0.97],0.789,,Glucose-lactate
L-HDL-PL%,0.94 [0.92-0.96],0.029,*,Phospholipids to Total-Lipids in Large HDL percentage
Total-BCAA,0.94 [0.91-0.96],0.075,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.91 [0.89-0.94],2.214e-06,***,Valine
